employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-14221211,Jonathan,Simpson,Female,Michigan,Grand Rapids,2016-12-29,Operations,Logistics Coordinator,Bachelor,65356,Excellent,No,1986-03-21,
00-56011239,Vicki,Silva,Male,New York,New York City,2024-04-17,IT,System Administrator,Bachelor,73428,Satisfactory,Yes,2004-06-04,
00-74949433,William,Fisher,Male,New York,New York City,2024-04-13,Customer Service,Customer Service Manager,Master,102771,Excellent,No,1973-05-06,
00-90529679,Brent,Patterson,Female,New York,Buffalo,2020-07-09,Sales,Sales Representative,Bachelor,56538,Good,No,2000-03-14,
00-31258513,Caitlin,Alvarez,Male,New York,Buffalo,2020-05-30,Customer Service,Customer Service Representative,High School,58970,Good,Yes,1970-12-22,
00-44158548,Lawrence,Taylor,Male,New York,Rochester,2024-02-17,Operations,Inventory Specialist,High School,56992,Good,No,1985-04-03,
00-35883252,Michael,Solis,Male,New York,Buffalo,2021-01-22,IT,System Administrator,Bachelor,100501,Satisfactory,Yes,2004-06-08,
00-81934552,Blake,Jones,Male,New York,Buffalo,2015-02-11,Operations,Logistics Coordinator,Bachelor,69352,Good,Yes,1982-03-03,
00-78685213,Amy,Adams,Male,New York,New York City,2022-11-01,Sales,Sales Representative,Bachelor,70933,Good,Yes,1984-12-23,
00-39032170,Cody,Paul,Female,New York,Rochester,2023-06-14,Customer Service,Customer Service Representative,High School,60246,Excellent,Yes,1977-10-10,
00-25406645,Jamie,Vance,Female,New York,Rochester,2023-08-09,Customer Service,Help Desk Technician,High School,76962,Excellent,Yes,1977-05-31,
00-13959103,Brian,Rodriguez,Male,New York,Buffalo,2018-08-31,Customer Service,Help Desk Technician,Bachelor,92829,Satisfactory,Yes,1982-10-01,
00-39495837,Jennifer,Mitchell,Female,New York,Buffalo,2016-04-03,Operations,Inventory Specialist,Bachelor,58572,Good,No,1993-06-08,
00-26989313,Jerry,Montgomery,Female,Illinois,Naperville,2017-08-10,IT,System Administrator,Master,92570,Good,No,1973-05-12,
00-74635885,Karen,Reilly,Male,New York,Buffalo,2017-05-18,HR,Recruiter,High School,66953,Good,No,1997-12-29,
00-22343983,Mary,Hernandez,Female,New York,Buffalo,2018-08-04,Finance,Financial Analyst,Master,76481,Good,Yes,1971-03-30,
00-84020689,Breanna,Farmer,Female,New York,New York City,2022-03-08,Customer Service,Customer Service Manager,Bachelor,84313,Good,No,1982-02-03,
00-72685550,Linda,Bryan,Male,New York,Rochester,2022-03-20,Operations,Inventory Specialist,Bachelor,68636,Good,No,1976-05-29,
00-76545378,Amber,Smith,Male,New York,Buffalo,2019-03-04,IT,Software Developer,Bachelor,91434,Good,No,1981-08-17,
00-63679326,Christopher,Yang,Female,New York,New York City,2024-04-14,IT,Software Developer,Bachelor,91438,Good,No,1971-09-02,
00-43566934,Lisa,Martinez,Female,New York,Rochester,2017-04-06,Customer Service,Help Desk Technician,Bachelor,65493,Good,Yes,2002-11-06,
00-47726289,Megan,Walker,Male,Ohio,Cincinnati,2024-06-27,IT,IT Support Specialist,High School,64886,Good,No,1987-02-20,
00-23810279,Chelsea,Mcclain,Male,Pennsylvania,Allentown,2020-12-22,Customer Service,Help Desk Technician,Bachelor,87536,Satisfactory,Yes,2001-02-26,
00-88863503,Jeffrey,Rodriguez,Male,New York,New York City,2018-04-03,IT,Software Developer,Bachelor,109254,Good,No,1999-01-10,
00-37626276,Emily,Graham,Male,Michigan,Detroit,2024-11-30,Customer Service,Help Desk Technician,Bachelor,90667,Good,No,1964-06-28,
00-75475674,Carol,Hughes,Female,New York,Rochester,2019-03-24,Marketing,Content Creator,High School,62821,Satisfactory,No,1982-10-23,
00-69882277,Jesse,Boone,Female,New York,Buffalo,2019-06-08,Customer Service,Support Specialist,High School,59386,Good,Yes,1995-07-29,
00-46463456,Jennifer,Ramos,Male,New York,Buffalo,2023-10-15,Operations,Logistics Coordinator,Bachelor,71134,Satisfactory,No,1987-06-24,
00-93605694,Pamela,Jefferson,Female,New York,Buffalo,2016-10-18,Finance,Financial Analyst,Master,95355,Good,No,1980-05-17,
00-61411543,Omar,Weaver,Male,New York,Buffalo,2019-04-16,Operations,Logistics Coordinator,Bachelor,63480,Good,Yes,1990-10-22,
00-86120515,Jamie,Nunez,Male,New York,Rochester,2018-06-19,Customer Service,Support Specialist,Bachelor,62733,Satisfactory,No,1966-07-10,
00-94919350,Kristine,Warren,Female,North Carolina,Raleigh,2023-05-06,Customer Service,Support Specialist,High School,63314,Satisfactory,No,1981-05-04,
00-70317901,Andrew,Romero,Male,New York,Buffalo,2017-05-31,Sales,Sales Representative,Bachelor,63207,Good,Yes,1973-05-05,
00-14531191,Mary,Obrien,Female,New York,Buffalo,2024-05-24,Customer Service,Support Specialist,High School,63150,Satisfactory,Yes,1981-03-17,
00-43965629,Drew,Jones,Female,Michigan,Grand Rapids,2020-11-21,Operations,Logistics Coordinator,Bachelor,64492,Good,Yes,1988-02-18,
00-49389352,Holly,Gray,Female,Michigan,Warren,2021-11-03,Customer Service,Support Specialist,Bachelor,57540,Excellent,No,1979-12-15,
00-96583583,Richard,Robinson,Male,New York,New York City,2024-05-17,Operations,Logistics Coordinator,Bachelor,61475,Good,No,1985-01-14,
00-81202261,Richard,Wright,Female,New York,New York City,2018-04-23,IT,IT Support Specialist,High School,62698,Good,Yes,1994-12-03,
00-14018472,Rachel,Gray,Male,New York,Buffalo,2016-12-06,Operations,Inventory Specialist,High School,57829,Good,No,1995-12-20,
00-53309532,Terry,Johnson,Male,New York,Rochester,2019-12-30,IT,IT Support Specialist,Bachelor,68245,Excellent,Yes,2001-05-03,
00-34953074,Anna,Brewer,Female,Ohio,Cincinnati,2018-01-26,IT,System Administrator,Master,82153,Good,No,1962-02-11,
00-19749620,Shaun,Mcbride,Male,Pennsylvania,Allentown,2017-06-01,Sales,Sales Specialist,Master,61124,Good,Yes,2001-01-23,
00-59883400,Ashley,Ward,Male,New York,Rochester,2018-01-08,Customer Service,Support Specialist,Bachelor,65832,Satisfactory,No,1968-07-08,
00-52205153,Travis,Ramsey,Female,Michigan,Detroit,2016-12-19,Operations,Inventory Specialist,Bachelor,55998,Satisfactory,No,2005-01-08,
00-52760310,Roger,Kim,Male,Virginia,Virginia Beach,2022-05-16,Customer Service,Customer Service Representative,Bachelor,63347,Needs Improvement,No,2001-10-04,
00-54140102,Jeremy,Richardson,Female,Florida,Miami,2017-04-11,Customer Service,Support Specialist,Bachelor,56675,Satisfactory,No,1961-07-02,
00-86164433,Timothy,Jackson,Male,New York,New York City,2023-11-28,Customer Service,Support Specialist,Bachelor,63328,Satisfactory,No,1972-01-24,
00-41225585,Brenda,Holmes,Female,New York,New York City,2020-07-25,Customer Service,Support Specialist,Bachelor,53570,Good,No,2003-07-06,
00-61753132,Lisa,Singleton,Male,New York,New York City,2017-05-29,Sales,Sales Consultant,Bachelor,90838,Good,No,1975-05-14,
00-38477668,Michael,Hodges,Male,Michigan,Grand Rapids,2020-02-04,Customer Service,Help Desk Technician,High School,71749,Good,No,2002-02-23,
00-23813714,Jasmine,Moore,Female,Illinois,Naperville,2020-08-27,Finance,Accountant,Bachelor,65455,Satisfactory,No,1995-01-05,
00-91591543,Heather,Williams,Female,Pennsylvania,Allentown,2024-01-31,Sales,Sales Consultant,Master,104315,Good,No,1988-08-16,
00-20042733,Alicia,Scott,Female,Michigan,Grand Rapids,2020-02-27,Marketing,Marketing Coordinator,Bachelor,72232,Good,Yes,1981-10-20,
00-96740906,Kelly,Garrison,Female,New York,Buffalo,2019-04-19,Operations,Inventory Specialist,Bachelor,61613,Good,Yes,2005-05-02,
00-68412302,Monica,Lopez,Male,New York,Buffalo,2018-06-09,Customer Service,Support Specialist,Bachelor,71607,Excellent,Yes,1980-02-10,
00-52965968,Larry,Meyer,Male,New York,Buffalo,2017-04-01,IT,IT Support Specialist,Bachelor,66185,Good,No,1988-02-25,
00-16665217,Monica,Oliver,Male,Michigan,Detroit,2023-08-11,Operations,Inventory Specialist,Bachelor,66231,Good,No,1993-03-31,
00-76927800,Diamond,Mueller,Male,Michigan,Grand Rapids,2015-12-03,Operations,Inventory Specialist,High School,57221,Good,No,1990-04-27,
00-46831418,Shelly,Thompson,Male,New York,Rochester,2019-08-01,Operations,Logistics Coordinator,Bachelor,65383,Good,No,1973-02-19,
00-26655437,Thomas,Henderson,Female,New York,New York City,2019-03-07,Operations,Operations Analyst,Master,75251,Good,Yes,1999-12-08,
00-90722659,Joel,Morton,Male,New York,Buffalo,2018-03-17,Sales,Sales Specialist,Master,66691,Good,No,1998-09-05,
00-61386266,Carrie,Jones,Male,Illinois,Chicago,2017-10-28,IT,System Administrator,Master,72088,Good,Yes,1998-06-14,
00-12854636,Craig,Roth,Male,New York,Rochester,2017-03-11,Operations,Inventory Specialist,High School,60366,Satisfactory,Yes,1997-09-10,
00-96391469,Amanda,Maxwell,Male,New York,Buffalo,2023-08-03,Customer Service,Help Desk Technician,Bachelor,65359,Good,Yes,1987-08-27,
00-87277029,Kathleen,Cummings,Female,New York,New York City,2024-02-29,Sales,Sales Representative,Bachelor,68112,Satisfactory,Yes,1986-07-18,
00-71977968,Amanda,Lopez,Female,New York,New York City,2017-11-02,IT,Software Developer,Bachelor,82402,Good,Yes,1981-09-26,
00-64064349,Alan,Foley,Male,New York,New York City,2015-10-25,Operations,Operations Analyst,Bachelor,95313,Satisfactory,Yes,1990-04-14,
00-81600729,Joseph,Li,Male,Michigan,Grand Rapids,2024-07-13,Operations,Inventory Specialist,High School,60941,Good,No,1965-11-26,
00-15250630,William,Brown,Male,New York,Buffalo,2018-02-22,IT,Software Developer,Master,79298,Good,No,2005-01-21,
00-12184030,Gary,Harrison,Female,New York,Rochester,2016-11-24,Operations,Inventory Specialist,High School,59333,Excellent,No,1996-06-18,
00-22766765,David,Hensley,Male,Florida,Tampa,2023-11-21,Operations,Logistics Coordinator,Bachelor,62935,Good,No,2000-03-20,
00-65710942,Michael,Logan,Male,New York,New York City,2022-06-29,Sales,Sales Consultant,PhD,89024,Excellent,No,1976-07-20,
00-46866059,John,Thompson,Male,New York,Rochester,2018-02-12,Finance,Accountant,Bachelor,65062,Good,Yes,1995-11-17,
00-56415774,Jennifer,Martin,Male,North Carolina,Raleigh,2019-08-24,IT,Software Developer,Bachelor,98829,Needs Improvement,No,1995-09-30,
00-84685481,Karen,Jones,Female,New York,New York City,2023-05-27,IT,System Administrator,Bachelor,75857,Good,Yes,1972-07-27,
00-76279210,Derek,Mitchell,Female,Florida,Orlando,2021-07-25,Marketing,Marketing Coordinator,Bachelor,53489,Satisfactory,No,1998-10-19,
00-62791522,Lauren,Byrd,Female,New York,Rochester,2017-06-03,IT,IT Support Specialist,Bachelor,58325,Satisfactory,No,1996-02-07,
00-71012928,Andrea,Barber,Female,New York,New York City,2020-12-11,Marketing,SEO Specialist,High School,57139,Satisfactory,No,1963-07-08,
00-96046600,Alicia,Hayden,Male,New York,Rochester,2024-07-20,IT,Software Developer,Bachelor,88527,Excellent,No,1987-11-20,
00-26295769,Michael,Jacobs,Female,New York,Buffalo,2023-10-06,Finance,Accountant,Bachelor,77939,Good,Yes,1995-07-29,
00-92943469,Mary,Sullivan,Female,New York,Buffalo,2016-04-07,Operations,Logistics Coordinator,Bachelor,60616,Needs Improvement,No,1965-09-21,
00-40066698,Alexandra,Russell,Female,Ohio,Cincinnati,2015-07-15,Customer Service,Customer Service Representative,High School,62918,Excellent,No,1983-10-10,
00-11395331,Michaela,Martinez,Male,Virginia,Norfolk,2017-01-15,Sales,Sales Consultant,Bachelor,101001,Needs Improvement,Yes,1984-06-27,
00-53333406,Jamie,Greene,Female,New York,Rochester,2023-05-23,Operations,Inventory Specialist,Bachelor,59869,Good,No,1992-06-18,
00-68476310,Meagan,Wilson,Male,New York,New York City,2017-12-18,Sales,Sales Representative,Bachelor,74192,Good,No,1965-01-12,
00-21813404,Robert,Bennett,Female,New York,Rochester,2017-05-26,IT,IT Support Specialist,Bachelor,61455,Satisfactory,Yes,1988-04-17,
00-59510172,Andrew,Freeman,Female,Michigan,Detroit,2023-10-19,IT,IT Support Specialist,Bachelor,60873,Good,Yes,1972-03-09,
00-82149862,Allen,Graham,Female,New York,Rochester,2024-09-04,HR,Recruiter,Bachelor,73733,Excellent,Yes,1994-05-18,
00-17045220,Karen,Cole,Female,Michigan,Detroit,2017-08-18,Operations,Logistics Coordinator,Bachelor,55066,Good,Yes,2005-05-13,
00-15781587,Krystal,Curry,Female,New York,Rochester,2016-09-09,Operations,Logistics Coordinator,Bachelor,56049,Satisfactory,No,2000-11-06,
00-50841125,Laura,Sanders,Female,New York,Rochester,2016-02-25,Customer Service,Support Specialist,High School,58448,Good,No,1993-11-13,
00-54201786,Allen,Perez,Male,Pennsylvania,Pittsburgh,2022-06-20,Customer Service,Support Specialist,High School,65870,Satisfactory,No,1984-08-30,
00-60943206,Johnny,Ross,Female,New York,Buffalo,2017-10-04,Sales,Sales Specialist,PhD,88993,Good,No,1997-12-25,
00-32862463,Steven,Khan,Female,North Carolina,Charlotte,2024-06-28,Operations,Inventory Specialist,Bachelor,56608,Satisfactory,No,1990-11-02,
00-88309763,David,Moyer,Female,Virginia,Norfolk,2019-04-06,Sales,Sales Consultant,PhD,103843,Good,No,1979-10-26,
00-26950183,Stacie,Prince,Male,New York,Buffalo,2018-12-25,IT,System Administrator,Master,91501,Good,Yes,1998-03-29,
00-29864422,Craig,Brooks,Female,New York,Rochester,2022-05-17,Operations,Logistics Coordinator,Bachelor,56959,Excellent,No,1976-12-25,
00-65471370,Steven,Hughes,Male,New York,Rochester,2021-09-11,Customer Service,Help Desk Technician,Bachelor,94435,Good,No,1990-06-28,
00-99689017,Monica,Miller,Female,New York,New York City,2016-04-24,Customer Service,Support Specialist,High School,59385,Good,Yes,1998-04-05,
00-80811787,Michael,Hunt,Male,New York,Buffalo,2017-07-05,Customer Service,Help Desk Technician,Bachelor,78386,Excellent,No,2004-07-10,
00-74146251,Billy,Jarvis,Female,North Carolina,Raleigh,2022-11-26,Operations,Logistics Coordinator,Bachelor,58048,Good,Yes,1982-06-23,
00-47653656,Timothy,Gomez,Male,New York,New York City,2018-03-17,IT,IT Support Specialist,High School,58994,Good,Yes,1986-11-29,
00-74787744,Kyle,Hunter,Male,Michigan,Detroit,2017-01-05,Operations,Inventory Specialist,High School,60116,Good,Yes,1992-01-03,
00-45408251,Victoria,Thomas,Female,Ohio,Cleveland,2022-10-04,Sales,Sales Specialist,PhD,95430,Satisfactory,Yes,1975-07-03,
00-21112459,Anna,Brown,Male,New York,Rochester,2018-07-17,Sales,Sales Consultant,PhD,79081,Satisfactory,No,1966-05-22,
00-42531190,Jeffery,Meyer,Female,New York,New York City,2022-01-10,Customer Service,Customer Service Representative,Bachelor,52983,Good,No,1997-04-28,
00-37634253,Shane,Cook,Female,New York,Buffalo,2022-08-27,Marketing,SEO Specialist,High School,57791,Satisfactory,Yes,1964-11-11,
00-20085710,Steven,Howell,Female,Virginia,Norfolk,2024-04-20,Marketing,Content Creator,Bachelor,54161,Satisfactory,No,2001-03-12,
00-18088890,Micheal,Solis,Female,New York,Buffalo,2017-08-16,Sales,Sales Specialist,Master,78554,Good,No,1985-02-02,
00-99992846,David,Gonzales,Male,New York,New York City,2017-07-09,Operations,Operations Analyst,Bachelor,61419,Satisfactory,No,1980-02-13,
00-61681908,Ryan,Palmer,Female,New York,Rochester,2017-09-16,Operations,Logistics Coordinator,Bachelor,59574,Satisfactory,No,1981-04-09,
00-24030412,Kimberly,Chandler,Male,New York,Buffalo,2018-08-08,Sales,Sales Consultant,PhD,66818,Good,Yes,1979-09-25,
00-89258668,William,Lutz,Female,New York,Buffalo,2022-03-01,Customer Service,Help Desk Technician,High School,79282,Good,Yes,1987-04-15,
00-78978156,Sarah,Gray,Male,New York,New York City,2023-09-14,IT,Software Developer,Bachelor,95260,Excellent,Yes,1992-05-08,
00-51852500,Jennifer,Simon,Male,Ohio,Cleveland,2022-09-04,Operations,Logistics Coordinator,Bachelor,62456,Good,No,1989-03-27,
00-97951446,Joseph,Thomas,Male,New York,Rochester,2017-12-22,Sales,Sales Representative,Bachelor,68112,Good,No,1973-07-01,
00-77714375,James,Jensen,Female,New York,Rochester,2016-04-17,Customer Service,Customer Service Manager,PhD,87276,Satisfactory,No,1994-12-14,
00-27456426,Preston,Williams,Female,New York,Buffalo,2017-04-28,Customer Service,Help Desk Technician,Bachelor,81759,Good,No,1981-02-23,
00-58807442,Alexander,Anderson,Female,New York,Buffalo,2018-06-12,Sales,Sales Consultant,Master,82009,Good,No,1996-05-18,
00-70724380,Ashley,Butler,Female,Michigan,Warren,2023-11-17,Operations,Operations Analyst,Master,68047,Excellent,No,1993-06-03,
00-78915977,Nicole,Simmons,Male,New York,New York City,2017-08-09,Operations,Operations Analyst,Bachelor,81053,Good,No,1996-09-26,
00-63714593,Jonathan,Moon,Male,New York,New York City,2017-01-01,Customer Service,Support Specialist,High School,62877,Excellent,No,1990-10-09,
00-47290843,Vickie,Martin,Male,New York,Buffalo,2019-01-15,IT,Software Developer,Bachelor,98184,Good,No,1962-07-16,
00-51224542,Joseph,Webb,Female,New York,New York City,2024-01-26,Sales,Sales Specialist,Master,72615,Good,Yes,1995-05-11,
00-87476147,Jeffery,Herman,Male,New York,Rochester,2021-03-06,Operations,Inventory Specialist,High School,53746,Good,No,2002-08-12,
00-29768893,Sandy,Snyder,Male,North Carolina,Charlotte,2019-02-01,IT,Software Developer,Bachelor,113219,Satisfactory,No,1988-03-21,
00-24384568,Elizabeth,Cain,Male,Michigan,Detroit,2022-05-14,Sales,Sales Representative,Bachelor,80851,Good,Yes,2002-09-20,
00-42287747,Christina,Krause,Female,New York,New York City,2015-11-27,Operations,Logistics Coordinator,Bachelor,64024,Good,No,1984-12-22,
00-71853813,Taylor,Huber,Male,New York,Rochester,2017-08-13,IT,System Administrator,Master,61756,Satisfactory,No,2004-09-10,
00-13836781,Angelica,Small,Male,New York,Buffalo,2019-11-13,Customer Service,Help Desk Technician,Bachelor,93322,Good,Yes,1984-07-11,
00-81254233,Judy,Welch,Female,New York,Buffalo,2019-05-07,Sales,Sales Specialist,Master,83063,Good,No,2003-11-25,
00-45645373,Alison,Contreras,Female,New York,Buffalo,2016-11-20,Operations,Logistics Coordinator,Bachelor,57363,Good,Yes,1983-11-22,
00-83860588,Jennifer,Meyer,Male,New York,Rochester,2016-04-18,IT,Software Developer,Bachelor,83960,Excellent,No,1975-08-26,
00-67911411,Linda,Osborne,Male,New York,Rochester,2017-04-06,Operations,Inventory Specialist,Bachelor,62094,Excellent,No,1993-01-01,
00-63274774,Jeremy,Johnson,Female,New York,Rochester,2020-07-06,Operations,Inventory Specialist,Bachelor,63685,Needs Improvement,Yes,1981-04-09,
00-78172784,Joseph,Case,Female,New York,Buffalo,2018-04-27,IT,Software Developer,Master,85411,Excellent,Yes,1986-09-08,
00-69235732,Victor,Ramsey,Male,New York,Rochester,2017-06-07,Customer Service,Help Desk Technician,Bachelor,78799,Good,No,1995-10-04,
00-23128198,Brett,Vargas,Female,New York,Buffalo,2015-11-08,IT,Software Developer,Bachelor,98010,Good,No,1987-07-29,
00-61341304,Michelle,Rodriguez,Male,New York,Rochester,2022-02-27,Marketing,Content Creator,High School,62326,Good,Yes,1963-08-04,
00-66718851,Angela,Richard,Male,New York,Buffalo,2017-03-27,Operations,Logistics Coordinator,Bachelor,65728,Good,No,1968-01-14,
00-35427499,Nicole,Wright,Female,New York,Rochester,2019-12-18,IT,Software Developer,Bachelor,74229,Satisfactory,No,1996-08-10,
00-89731929,Eric,Garcia,Male,Michigan,Warren,2017-07-30,IT,Software Developer,Master,104333,Good,Yes,1970-12-01,
00-91530308,William,Gutierrez,Male,New York,New York City,2020-06-04,Sales,Sales Consultant,Master,88968,Needs Improvement,No,1999-02-24,
00-68192155,Robert,Rivera,Female,New York,Buffalo,2016-02-01,Operations,Operations Analyst,Bachelor,62582,Satisfactory,Yes,1984-06-23,
00-16693632,John,Dean,Female,Michigan,Detroit,2021-12-27,Marketing,Marketing Coordinator,Bachelor,59141,Satisfactory,No,1986-12-09,
00-24909280,Elizabeth,Hampton,Female,Michigan,Grand Rapids,2017-12-26,Operations,Inventory Specialist,High School,60968,Satisfactory,No,1981-01-30,
00-17132030,Pamela,Graham,Female,New York,New York City,2023-11-13,Sales,Sales Representative,Bachelor,57557,Excellent,No,1962-07-12,
00-87206131,Ryan,Perry,Male,New York,Rochester,2017-01-12,IT,Software Developer,Bachelor,103479,Good,No,1984-08-14,
00-18837886,Matthew,Wood,Female,New York,Buffalo,2020-04-29,Customer Service,Support Specialist,High School,60080,Satisfactory,No,1978-03-30,
00-46971545,Joe,Koch,Female,New York,New York City,2017-07-11,Operations,Inventory Specialist,High School,53906,Satisfactory,No,2002-02-09,
00-93244618,Sarah,Sanders,Male,New York,New York City,2022-03-25,Finance,Financial Analyst,PhD,74003,Needs Improvement,Yes,1968-02-09,
00-64299043,Richard,Atkinson,Male,New York,Buffalo,2019-04-22,IT,Software Developer,Bachelor,84875,Good,No,1987-06-24,
00-23596829,John,Ballard,Female,New York,Rochester,2017-05-11,IT,Software Developer,Bachelor,84574,Good,No,1975-03-14,
00-46006180,Erik,Murphy,Male,New York,New York City,2020-05-26,Customer Service,Support Specialist,Bachelor,71137,Good,Yes,1962-10-17,
00-32955139,Melissa,Garcia,Male,New York,Buffalo,2023-02-01,Marketing,SEO Specialist,Bachelor,63906,Good,Yes,1996-09-01,
00-56658526,Laura,Smith,Female,Pennsylvania,Philadelphia,2021-07-29,Operations,Logistics Coordinator,Bachelor,61798,Good,No,2001-01-19,
00-90035829,Roy,Mosley,Male,Pennsylvania,Allentown,2017-12-29,Operations,Logistics Coordinator,Bachelor,67489,Satisfactory,No,1974-01-11,
00-10416997,Tara,Morton,Male,New York,Buffalo,2016-09-08,Finance,Accountant,Bachelor,91442,Good,No,1961-12-17,
00-77543749,Edwin,Williams,Male,New York,New York City,2023-07-02,Operations,Inventory Specialist,High School,68085,Good,No,1970-12-21,
00-93499311,Gregory,Anderson,Male,New York,Buffalo,2019-11-24,Operations,Logistics Coordinator,Bachelor,67752,Good,No,1967-02-15,
00-50979918,Michael,Jennings,Male,New York,Rochester,2023-11-18,Sales,Sales Consultant,Bachelor,86858,Good,Yes,1984-08-14,
00-42026965,Holly,Wade,Female,New York,Buffalo,2017-02-03,Operations,Logistics Coordinator,Bachelor,55295,Needs Improvement,Yes,1988-09-13,
00-19322043,Billy,Orozco,Male,New York,Buffalo,2017-05-09,Marketing,Content Creator,Bachelor,67851,Excellent,Yes,1988-01-19,
00-54581131,Craig,Davies,Male,New York,Buffalo,2023-02-01,Sales,Sales Representative,Bachelor,75826,Excellent,No,1960-12-11,
00-29036590,Vanessa,Mendez,Male,New York,New York City,2024-11-15,IT,System Administrator,Master,78099,Good,No,1977-04-22,
00-99393218,Sandra,Clarke,Female,New York,Buffalo,2019-12-15,Operations,Logistics Coordinator,Bachelor,59422,Good,No,1994-11-05,
00-54835989,Peter,Holder,Female,New York,New York City,2015-02-11,Operations,Inventory Specialist,High School,59503,Satisfactory,No,1996-08-18,
00-45410956,Joseph,Carter,Male,New York,Rochester,2023-11-22,Customer Service,Help Desk Technician,Bachelor,66684,Good,No,1968-02-06,
00-32914336,Alicia,Decker,Female,New York,New York City,2022-04-21,Sales,Sales Specialist,Bachelor,87154,Satisfactory,No,1974-09-22,
00-11306458,Dillon,Ford,Female,New York,Rochester,2020-11-27,IT,Software Developer,Bachelor,78999,Good,Yes,2004-05-02,
00-73596407,Jordan,Schneider,Male,New York,New York City,2020-09-28,Sales,Sales Consultant,Bachelor,69552,Good,No,1995-08-18,
00-75539501,Zachary,Crawford,Male,New York,Rochester,2023-03-28,Customer Service,Customer Service Representative,High School,59734,Good,No,1999-02-23,
00-73427036,Hannah,Johnson,Female,Michigan,Detroit,2016-11-26,IT,Software Developer,Bachelor,80349,Satisfactory,No,2001-03-14,
00-12334156,Matthew,Martin,Male,Michigan,Grand Rapids,2020-07-02,Customer Service,Customer Service Representative,Bachelor,62206,Good,No,1990-08-05,
00-49011532,Lisa,Howard,Male,New York,Buffalo,2023-07-17,Sales,Sales Representative,Bachelor,84914,Satisfactory,Yes,1980-12-19,
00-80500436,Kirk,Valdez,Male,New York,Buffalo,2020-11-12,IT,System Administrator,Master,93299,Good,Yes,1991-09-03,
00-29674031,Richard,Roman,Male,North Carolina,Greensboro,2023-04-02,Sales,Sales Consultant,PhD,96569,Needs Improvement,Yes,1970-06-24,
00-23420761,Laura,Boone,Male,Michigan,Detroit,2018-09-16,Marketing,SEO Specialist,High School,74087,Excellent,No,1981-07-24,
00-55053851,Mark,Allen,Male,Michigan,Grand Rapids,2019-02-27,Sales,Sales Representative,Bachelor,65808,Satisfactory,No,2002-02-10,
00-57081034,Jacqueline,Johnson,Male,Ohio,Cincinnati,2024-01-23,Operations,Logistics Coordinator,Bachelor,64498,Good,Yes,1997-05-10,
00-44539524,Briana,Wilson,Female,New York,Buffalo,2022-02-11,Customer Service,Help Desk Technician,Bachelor,69139,Good,No,1994-06-06,
00-44029139,Whitney,Martinez,Female,New York,New York City,2018-10-08,Operations,Inventory Specialist,Bachelor,55403,Excellent,No,1989-10-30,
00-11820133,Charles,Townsend,Female,New York,Buffalo,2023-09-25,Sales,Sales Specialist,Master,79154,Needs Improvement,No,1973-03-18,
00-50417525,Luis,Allen,Female,Michigan,Grand Rapids,2022-07-07,IT,Software Developer,Bachelor,98139,Good,No,1989-10-29,
00-79502107,Ryan,Martinez,Male,New York,Rochester,2023-09-08,Operations,Operations Analyst,Master,72500,Good,Yes,2002-09-25,
00-89959344,Elizabeth,Powers,Male,New York,New York City,2019-10-11,Marketing,Content Creator,High School,64865,Satisfactory,Yes,1978-05-09,
00-46230390,Briana,Pineda,Female,New York,Rochester,2022-03-23,Operations,Operations Analyst,Bachelor,71588,Good,No,1981-01-14,
00-95872544,Paula,Douglas,Female,New York,Buffalo,2015-05-22,Marketing,Content Creator,Bachelor,55998,Excellent,No,1991-06-25,
00-65072076,Eric,Lee,Male,New York,Rochester,2023-01-26,Sales,Sales Representative,Bachelor,68748,Excellent,No,1980-11-26,
00-98498728,Brandon,Randall,Male,New York,Buffalo,2024-11-08,Finance,Financial Analyst,Master,89610,Good,No,1989-02-07,
00-57941821,Johnny,Lopez,Female,Florida,Orlando,2020-07-12,IT,Software Developer,Master,88288,Good,No,1986-09-01,
00-42798491,Steven,Levy,Female,New York,Rochester,2020-10-31,HR,HR Coordinator,Bachelor,58558,Good,Yes,1981-06-04,
00-67810328,Jenna,Morris,Male,New York,Buffalo,2018-02-21,Operations,Inventory Specialist,High School,55070,Satisfactory,Yes,1987-08-04,
00-21982151,Lisa,Mcgee,Female,New York,Rochester,2017-10-02,IT,Software Developer,Bachelor,85852,Needs Improvement,No,1995-07-12,
00-60704539,Robert,Edwards,Female,Michigan,Detroit,2021-12-22,Marketing,Content Creator,Bachelor,53118,Satisfactory,No,1996-01-01,
00-46765441,Karen,Parrish,Male,New York,New York City,2023-03-13,Operations,Inventory Specialist,Bachelor,63938,Good,Yes,1997-05-07,
00-83137443,Adrian,Logan,Female,Illinois,Aurora,2023-04-08,IT,Software Developer,Bachelor,103272,Good,Yes,1973-04-17,
00-70299910,Robert,Tucker,Male,Virginia,Norfolk,2024-05-09,Customer Service,Support Specialist,High School,64371,Excellent,No,1975-10-01,
00-80720244,Eddie,Henson,Male,New York,New York City,2017-04-04,Operations,Logistics Coordinator,Bachelor,64530,Good,No,1984-10-18,
00-56821190,William,Simpson,Female,Illinois,Aurora,2023-04-18,Operations,Operations Analyst,Master,80112,Excellent,No,2000-04-26,
